uniform,normal,exponential
8.4879,4.9526,3.1963
1.554,3.2688,3.2012
6.0657,7.3039,13.6418
4.4469,4.4511,0.7008
4.4285,3.3422,3.3799
0.718,2.3568,0.3062
8.0275,4.0311,0.9459
8.9305,2.818,1.1939
0.1102,4.0658,0.3868
1.786,6.1166,1.6807
9.039,4.4369,2.3273
5.4949,5.5335,2.6825
1.5004,3.915,3.4987
2.0279,5.0978,1.4779
6.5999,7.8814,1.6598
7.2482,4.4773,0.5145
5.9943,5.5766,5.4271
9.5315,2.6517,0.893
4.9406,7.2802,0.1634
3.0027,4.2842,1.1937
4.7723,6.5758,1.7729
3.5967,4.8152,5.8055
2.2442,5.9174,0.4708
0.4596,6.0065,1.9518
3.5221,4.3213,1.2061
7.1141,6.6379,0.2295
0.1844,3.8615,1.3656
4.3918,6.1669,0.1199
6.4401,4.4147,2.7018
6.104,5.5243,0.2008
7.7665,4.307,1.3322
8.1052,5.075,1.1093
7.1171,3.388,6.3835
1.028,5.3713,1.3144
4.7502,5.0663,0.6518
6.0341,4.1898,2.279
2.4557,4.9175,0.239
0.4255,5.201,1.0532
2.2359,4.0755,0.6931
4.5489,4.8069,12.4499
4.1393,3.4917,0.4296
1.7667,8.5186,6.1091
8.2442,6.5887,0.3203
9.2569,5.4096,0.9879
2.0135,6.7582,0.4012
9.2957,2.0311,2.5539
0.1786,1.1635,3.4594
9.2496,4.4011,0.5379
9.5193,2.9322,2.1315
0.1205,4.6451,2.4033
7.6302,5.3085,1.1379
9.702,6.3806,1.9396
9.059,3.2926,1.2766
9.7071,5.5994,4.5403
5.5032,5.0216,0.663
0.7816,5.5213,0.3253
8.4979,4.2203,2.3884
6.1383,7.0747,1.4255
6.1474,4.8447,2.6751
4.1725,7.6613,0.3567
5.7184,3.8144,1.4485
1.5358,6.1142,0.0547
7.3977,4.9105,1.0054
0.7502,4.5084,1.0628
7.2978,5.9485,1.2585
8.4898,4.5512,2.3566
4.7247,1.0071,0.0121
5.0983,0.4057,8.5012
3.1221,6.9086,1.6279
9.6946,6.8454,5.301
7.3312,7.831,0.7892
3.6899,4.9737,0.4263
1.7481,3.061,0.4288
2.1958,4.3706,2.871
4.6392,5.0171,0.3573
9.4257,3.4894,2.9434
7.3415,7.4729,0.0687
2.1524,8.3593,2.3285
8.5956,5.7174,0.2086
3.782,4.9837,2.2789
8.5172,3.0575,0.1701
2.417,7.3197,0.2083
6.1866,5.1145,2.9507
9.2667,4.5663,3.524
2.5789,5.7218,1.6555
6.9293,4.1214,1.2925
9.8731,5.2203,1.5249
1.506,2.8363,2.2341
0.884,6.6306,0.7744
6.742,4.8434,0.7022
3.3974,6.7382,4.5947
0.7124,4.6983,2.4835
4.7531,4.7957,0.8536
7.5377,3.1815,0.3401
2.8512,6.1396,2.4297
3.3505,3.6862,3.8168
8.457,4.2704,2.5148
5.2007,5.0016,2.5398
8.4273,5.1818,1.6116
4.4639,2.4409,0.0551
9.5298,4.6538,0.124
6.5079,6.1928,0.2452
1.159,4.4325,0.5764
8.8509,4.6629,2.9077
4.8927,5.2436,0.2532
1.4164,4.8111,0.1535
1.5269,3.4542,0.5351
6.8753,4.9455,0.4304
0.4737,6.4911,1.5529
2.8659,3.4232,0.1042
1.3979,4.4383,1.0135
4.4108,2.9276,4.5817
4.1435,6.4121,2.1696
5.2188,4.8615,6.5246
2.7964,3.7247,2.6056
0.3204,5.1384,0.6557
6.1439,3.1946,3.0094
3.7372,3.4498,3.2587
6.5133,2.8098,2.1159
1.0867,3.3998,3.0042
0.1378,7.036,5.6946
2.4829,3.9003,1.401
4.5655,5.6993,0.224
3.9407,3.7455,1.0047
8.103,6.1393,0.2426
3.7784,3.4609,8.2908
5.3044,5.0588,0.2374
5.9352,5.0793,0.5438
0.2183,8.4917,1.9472
5.1513,5.9456,2.8854
3.4483,4.1106,3.075
4.2128,6.0276,1.8528
1.0029,8.2073,0.366
7.8282,2.5555,1.1566
9.424,3.7363,4.8535
0.2227,4.6447,1.4499
6.0137,4.3744,0.0282
7.6384,4.5009,1.5388
2.8481,3.0437,0.0568
7.8756,7.1059,1.7417
6.3236,2.8661,8.4654
9.2916,4.6997,1.4194
9.81,6.5687,1.8668
0.4235,4.9547,2.7574
4.4494,3.5309,0.6474
5.4699,2.977,0.2135
1.4674,4.655,2.0568
3.3629,3.8645,0.8249
9.8765,5.3078,1.7697
0.1623,2.8978,0.8279
4.5251,6.2196,4.8604
8.4265,5.1733,1.6503
3.239,5.2848,1.8824
4.798,7.1616,0.2601
9.7805,4.3433,1.1394
4.7488,3.9113,2.2417
1.3092,4.1784,1.3371
0.5172,4.7112,0.6278
9.4542,4.8636,2.6002
2.6581,3.754,5.8652
5.0406,1.9654,0.3927
0.907,4.1586,2.7191
4.2366,5.5397,0.0325
9.3011,5.2044,0.1347
5.0241,6.7993,2.9858
9.7114,7.9332,0.0881
2.5884,6.139,0.1027
5.0455,7.0738,0.8021
8.5953,6.1502,2.7051
4.4825,7.5648,0.0096
2.7949,7.7763,2.8986
8.5548,6.4267,6.4169
3.8989,6.0596,1.0269
5.3072,4.6922,2.4235
9.7653,4.938,5.9445
1.8648,4.4932,0.1503
3.014,5.9319,2.8538
0.3107,3.9195,0.3043
3.9184,4.7133,1.9491
2.0018,1.4672,1.351
6.8003,7.5846,0.3435
1.8132,4.6693,0.346
6.7481,5.6834,4.0102
2.6348,7.1867,0.5797
3.5522,5.4504,2.3401
3.4886,7.1665,0.2055
7.1675,3.1374,3.368
4.6651,8.5961,0.9701
3.613,6.6307,2.5081
8.5262,5.3138,0.9739
5.7195,7.1376,0.2696
2.1383,3.247,4.7923
9.0009,4.5671,0.0452
3.4265,7.1664,4.5182
0.3898,2.1994,1.6735
4.946,5.8407,1.3026
1.2394,5.7983,4.2985
2.3847,7.9538,2.0924
7.4711,2.6256,8.4279
1.3075,7.4144,4.4264
8.0694,4.1608,2.733
9.3691,4.3295,1.7133
6.0653,3.167,4.4298
7.1036,3.3682,0.9203
7.1359,5.6053,0.1644
9.9281,3.3315,0.2077
3.4154,6.1104,3.8284
1.6286,4.0056,1.2709
5.1917,3.1804,1.9983
5.3325,4.2083,0.3856
1.7791,5.5051,0.9508
6.1311,4.584,6.3059
0.1412,5.0513,1.4804
9.2767,6.0443,0.7561
2.6457,6.6236,0.1402
0.3956,4.5349,0.6893
1.0825,3.4337,1.8705
2.4025,5.1141,1.5406
2.7391,5.706,1.2349
0.3281,2.8089,4.0941
2.7935,3.6641,1.2696
1.9294,3.9212,0.3858
3.7862,4.6883,0.7191
3.8517,3.8584,3.1124
3.3901,6.0606,0.1395
3.2792,2.5923,4.7652
0.8973,2.6304,1.253
0.252,4.4992,2.6199
2.0211,4.7365,10.5521
7.5665,2.818,1.8717
9.9081,4.0899,1.0922
9.2853,4.3984,0.0771
5.0422,4.4101,1.1573
5.3182,5.2278,1.471
3.1458,4.0076,0.827
7.7394,7.2168,2.0082
7.6476,5.7323,0.1465
8.4427,3.7893,3.8909
8.955,5.1418,1.7778
4.3435,5.186,1.1361
7.6688,6.8221,0.9943
8.064,4.0994,2.3944
3.0846,6.151,2.0827
9.2924,5.0628,0.166
0.9434,7.2373,2.4531
9.9427,6.9363,0.1505
7.7009,5.2955,1.0229
0.9327,4.6066,0.8472
6.5623,5.7599,1.431
0.3418,4.7293,2.4107
7.7019,7.5205,1.8172
7.9922,5.1177,0.1911
6.0241,4.3915,3.3083
8.5686,4.3106,3.2587
0.9788,3.1804,1.7858
2.7592,5.8348,0.4806
4.1418,3.77,0.4283
0.4246,6.6472,5.5749
4.4822,3.0606,0.3426
2.6521,5.1909,1.8288
3.9274,6.7253,5.519
4.251,1.7716,0.6769
8.7941,8.0274,0.3376
2.7034,4.3621,0.6813
8.9374,5.2116,3.5489
4.2597,5.8572,4.203
3.2781,6.0892,0.9703
5.0251,5.4108,1.5329
4.1774,6.4961,5.0997
2.5737,5.7786,0.4712
5.0268,7.6413,1.1406
1.518,5.7835,2.532
3.5193,7.947,6.0924
5.6579,6.3516,5.1075
4.1341,2.2914,1.6381
8.2391,8.9167,0.8689
2.5672,4.1385,2.411
9.6977,7.2433,0.2962
7.8472,5.0402,9.8629
9.6759,6.5916,0.6149
8.3814,3.9673,1.5955
1.421,5.9386,0.0221
5.2646,4.6202,1.1304
1.6998,7.3685,1.4173
8.1823,5.658,0.825
5.8416,6.4039,1.4057
2.6345,1.7539,0.2576
9.296,4.8716,1.6893
1.1519,5.6158,3.9559
5.6386,5.3354,0.6
7.2104,6.4417,5.0487
0.5885,4.4511,0.8013
5.9786,5.0732,0.8652
8.159,6.7718,1.4557
0.6753,1.582,1.2218
5.1224,5.884,1.6225
2.5856,4.4992,3.8814
6.6292,3.6315,3.5526
1.1868,5.5048,0.5538
9.3705,6.8412,1.0741
8.9473,6.5587,4.1075
1.8597,4.7973,0.1163
3.2327,6.3136,0.3631
5.8763,6.3021,0.16
7.1806,4.8689,0.8587
4.4266,3.9604,0.9049
1.5629,4.0471,0.012
1.0415,6.2568,2.2273
9.9977,4.9368,4.7056
4.5535,3.4307,1.1662
8.7253,2.4727,0.3294
4.8238,6.2477,4.477
9.2236,4.1798,3.6969
0.8776,5.4956,1.5591
1.1402,6.8596,0.1049
9.2963,3.0366,1.4412
9.4749,4.9323,1.1368
3.1472,4.744,2.2828
3.5516,5.5696,4.853
4.5245,6.8587,2.0912
4.1616,3.0058,4.0085
1.9005,5.8547,4.1425
8.9838,6.5473,2.4176
2.5331,4.7204,1.751
7.0527,4.7938,0.0104
0.6716,5.6277,1.2931
0.3875,5.5172,0.4664
6.5373,5.8735,0.8245
3.3902,5.8419,0.5716
6.5546,3.527,3.5261
0.9402,6.4854,0.0174
9.4985,6.7502,1.7823
7.4851,5.2791,0.0553
8.7627,2.7588,4.5934
1.3647,4.8279,8.784
3.2016,5.2916,0.9709
3.6834,3.2831,6.873
5.3717,4.4598,0.0374
2.9687,2.8859,2.9701
0.6063,5.9109,2.6484
3.6888,5.2489,4.9776
2.5455,2.5313,0.1795
3.8592,5.5272,0.0655
1.9696,4.9152,4.3286
2.619,5.7746,0.6794
6.2695,4.4127,6.528
3.8815,3.7978,4.9143
3.4538,3.8437,0.5845
5.3391,4.1927,2.6588
7.7186,5.0282,0.3571
3.7887,5.2219,0.4332
5.8752,4.7139,7.3143
9.662,4.365,2.7942
5.2198,4.4729,5.0328
9.098,8.7616,0.7866
7.9367,3.8439,1.5106
0.5872,4.163,2.2418
4.291,9.9408,1.8832
6.9832,5.6315,3.4097
9.8671,2.93,0.9807
4.5838,6.264,5.0305
0.9279,3.6349,0.761
5.6201,6.3636,1.0054
1.2656,4.6836,4.0526
7.5152,4.3403,1.1526
5.0768,7.4137,1.9167
7.2343,5.8496,1.7808
8.6936,6.4595,0.5965
6.2895,5.6524,0.232
6.1244,4.3333,2.4321
7.5457,5.917,1.6123
8.4246,6.8138,2.7842
8.6905,5.2021,0.168
0.3643,7.7025,1.4692
5.5619,6.2757,0.4547
2.1627,5.318,1.2984
8.6035,5.3772,0.6778
6.484,5.2059,0.4244
4.2022,3.1231,0.0894
1.881,4.8649,0.5613
3.3902,5.3318,3.9902
7.0378,4.3759,0.4023
2.0436,5.5065,1.7469
0.9358,5.032,5.2798
8.8803,6.1605,4.3111
7.6421,5.9947,0.6394
1.9979,5.2507,0.7065
2.9231,2.9492,0.1196
9.7207,7.6861,3.0902
7.0818,4.7872,4.1712
6.1052,4.8787,2.863
3.0763,4.4862,1.0527
2.9913,4.2674,0.562
0.3952,7.3161,5.7327
7.2848,7.0791,0.6774
0.4318,5.6666,0.0009
0.0486,4.8387,0.054
7.295,5.9287,1.9287
9.4887,5.1107,12.6429
7.565,4.7147,3.1995
4.7164,5.5072,2.361
4.8605,4.3383,3.2877
4.3614,5.3784,1.1185
3.2464,5.3063,1.0213
5.2171,5.9044,1.7812
4.3115,4.0713,3.7178
5.9817,6.0652,0.6225
8.9812,3.6405,0.3285
9.9501,4.1412,5.2646
0.7874,4.2066,0.8329
3.8468,3.3919,0.2133
1.8071,6.5235,1.8561
3.5212,3.5464,3.8767
2.8747,3.9516,1.0578
1.7454,6.8831,3.5279
7.6408,4.1441,0.0111
4.9629,4.7178,0.171
9.1925,3.482,1.0205
0.3259,6.2494,0.9344
0.6698,6.2701,2.4573
4.0327,6.1084,3.7751
0.8028,5.8063,2.3658
2.6273,5.1104,0.8629
9.8603,4.2134,0.2872
2.0896,3.7775,0.5706
1.9812,6.9349,4.1533
5.7364,6.1472,0.6031
4.98,3.96,6.2929
5.8044,5.0597,1.8571
3.7674,4.5498,3.1657
8.2676,3.3077,0.7825
1.3858,5.2665,0.3621
4.2839,4.3768,0.0429
6.8976,3.5712,2.1912
8.6824,2.7813,0.1402
3.6957,2.6543,0.2643
5.6775,4.4429,3.9462
0.6914,4.8724,0.4559
1.7032,3.687,0.6486
0.6914,5.9761,0.8072
7.2788,4.9017,0.9218
2.8806,5.8653,0.4196
7.2375,4.7256,1.3805
0.664,3.8193,3.6884
8.6255,5.1712,8.1617
8.3553,3.106,1.8536
0.8893,5.8092,2.7901
0.2376,3.5943,0.4848
0.5629,6.3773,0.2073
8.5363,4.4923,1.3357
2.347,6.5938,6.025
5.4827,3.3161,3.6339
4.2624,3.9833,0.6719
7.9553,5.5714,0.5757
4.889,6.7557,1.295
5.0066,7.4999,1.2785
9.8909,5.062,1.4374
1.5013,7.7566,1.2479
8.307,4.5655,1.6766
0.5175,6.6482,4.5533
4.7765,3.5867,0.8653
8.8633,5.6303,0.5953
6.6521,1.4875,3.311
6.8521,3.3176,2.1639
2.6332,5.7,0.2542
4.1857,3.0313,0.7885
3.6658,5.6404,2.1896
5.2144,6.3597,3.711
4.6223,4.248,6.4988
3.269,3.5466,1.5692
3.0548,4.2887,0.6531
2.5085,3.5513,0.663
3.6505,4.8482,1.5757
1.4994,5.1531,2.1773
8.721,4.541,0.5187
6.0212,7.5115,1.7752
1.3379,3.9209,5.2038
6.9386,7.0871,0.5404
8.4767,3.4381,1.5781
2.3754,5.1092,1.102
1.506,6.7747,2.5431
0.0862,6.697,1.3077
0.4725,4.3696,1.8187
7.6225,5.8326,0.433
9.8719,5.6318,1.1737
0.4488,4.1901,0.2866
7.4807,5.9239,0.6961
0.7186,7.7937,0.4302
5.9213,5.7076,6.7294
7.5608,5.8495,0.3918
3.592,6.0082,0.6115
0.1093,2.8085,0.2812
5.9519,5.6903,0.9839
9.9124,3.4749,0.4471
2.5762,4.1152,5.2189
1.8949,8.2429,0.2994
1.2393,4.6201,2.1424
5.5526,3.8897,2.3317
5.9645,6.7289,2.3153
7.9227,3.5785,1.5685
7.5307,4.3289,4.7289
8.9254,6.8736,1.5916
8.0577,5.0642,1.4216
2.4727,2.6576,2.054
5.5588,5.816,0.7963
2.9741,4.4053,2.6938
3.2979,7.3098,3.3054
9.3194,4.0907,3.8543
6.819,6.5768,2.0353
9.7459,7.6635,1.6909
4.1691,3.7236,13.1314
5.3744,4.7102,2.7242
4.8712,5.5829,6.7603
1.0729,3.714,3.0996
2.367,5.4054,5.1744
5.2764,4.6626,1.8174
0.6737,4.6324,0.8077
9.3146,5.0734,0.0591
1.2384,5.1069,1.4401
1.9798,5.2458,0.1573
7.6532,4.1018,4.1063
0.9693,4.1672,1.0941
9.0028,4.8221,3.2625
7.257,4.9329,0.9913
0.6862,4.3417,2.8407
6.9185,5.4859,4.4901
6.3163,2.2779,3.2178
7.5735,3.9043,0.6698
8.282,4.5801,2.9261
7.1835,3.7158,1.9551
5.8618,7.4438,0.7459
3.2246,5.0283,0.8324
6.9727,5.2652,0.5253
9.5697,4.2752,2.6266
5.8752,4.9763,3.5159
6.6434,3.1771,2.034
4.3713,4.7453,6.0985
7.5612,3.5945,0.5071
9.9767,4.5839,1.6976
1.6039,1.1601,0.0379
2.0241,3.308,2.9803
5.3944,7.1959,1.6655
4.8138,6.2456,4.3148
5.7157,6.9786,1.8042
0.4907,7.0816,2.6082
4.0428,6.0095,3.5505
5.8298,4.3207,1.0128
5.8519,3.4441,1.9445
6.5733,6.7201,3.1961
7.2022,5.0969,0.8729
6.4155,8.741,1.1013
7.9024,4.4524,0.6668
6.2476,7.9593,1.1449
5.3751,4.7648,0.34
6.062,7.0041,0.8692
1.0119,7.545,0.1921
2.7316,3.4656,0.6432
5.274,4.2725,1.5245
8.7299,3.4505,0.9173
6.7905,3.1551,2.193
0.9041,6.0006,1.8921
5.9227,4.7051,1.5773
2.2174,5.0785,0.0842
7.3402,5.8344,4.8891
8.2744,2.2139,0.961
5.9346,6.9301,1.9923
5.9136,4.4764,3.0962
3.3859,5.7986,0.5887
4.4625,5.9311,0.3569
8.6411,7.0562,0.0583
7.2332,4.8427,4.0715
5.1975,1.8145,0.4659
3.6823,5.0857,8.4443
0.5038,5.3011,0.7529
1.4301,3.4486,2.7721
1.9303,5.2212,0.0868
3.7338,4.4585,2.5824
9.4414,2.9859,0.4025
5.0515,6.0072,0.118
2.3484,4.1544,0.2106
1.0575,4.3904,2.4829
3.3831,4.3061,0.2315
8.1573,6.8532,0.8141
3.8334,4.9386,3.1269
7.7251,5.1186,1.1536
8.027,4.339,0.0649
1.1082,5.6943,0.4422
6.0866,7.024,0.589
9.591,5.9718,1.3152
4.0214,6.0303,6.6724
0.5094,5.9093,1.3375
9.233,2.9296,1.7157
8.8367,3.6858,1.2447
5.2214,4.6925,0.3514
5.5225,3.9112,1.191
2.1174,3.4032,14.3749
8.1945,2.1917,1.8169
4.986,2.9802,3.4077
0.3388,4.6152,1.5361
6.8301,4.8959,7.5964
9.505,3.8104,0.3919
8.2915,5.1184,0.9447
2.772,4.3492,1.4128
0.5333,6.6359,0.5559
9.4035,4.7576,0.9915
9.3706,6.0445,3.5466
5.3242,5.3048,2.9983
6.4232,2.8969,1.3602
4.626,4.864,0.398
4.1977,3.1466,0.2318
1.1945,4.8378,2.247
0.9675,3.8823,0.3608
2.3273,5.5729,3.5953
8.3664,2.9865,2.8388
1.4583,5.0221,4.1543
2.267,5.8586,1.7665
5.4861,6.3614,0.8133
2.1513,3.8537,1.0678
1.6321,5.0266,1.0581
5.6332,5.2762,5.9881
3.6809,7.3207,1.5415
6.2616,2.778,0.1587
9.1221,3.6333,1.2646
1.5099,9.2067,0.2635
9.1343,4.5904,0.0323
9.0249,2.1635,1.9943
8.2909,4.1262,0.8792
6.3129,0.8467,0.3603
6.2015,5.3614,5.6161
6.3921,6.2147,4.2784
6.905,3.6325,0.6489
0.1648,4.2939,1.3717
9.5809,6.3855,2.6116
5.856,2.3747,0.4259
7.8147,3.0176,0.5517
3.7728,4.6578,2.5619
0.124,3.8715,5.1314
5.0973,4.5592,2.3151
5.0719,3.1044,11.1159
4.3699,5.3215,0.5567
3.3972,4.7762,5.6107
2.4983,5.8238,3.6478
5.2754,5.3006,0.5748
3.7528,5.31,1.0306
9.6993,2.8305,2.6799
1.7293,5.7389,6.6208
3.1967,4.5037,0.5698
2.9396,4.7501,5.8819
5.4331,6.5724,0.9662
4.9928,3.9208,1.7158
6.4374,7.0268,1.0041
9.5,7.1667,0.9283
2.8522,6.1292,0.5688
6.9277,3.5291,1.6833
0.2504,1.7206,0.4621
2.6239,6.6183,9.1722
4.6372,5.1671,2.726
0.3099,3.8822,0.9804
6.1767,6.7603,1.1032
6.7831,3.7077,1.8688
7.4673,4.3638,1.3342
5.1657,5.7873,1.4828
6.0394,3.3296,2.0763
3.9607,4.8358,0.9688
0.4125,6.6337,5.2508
0.9995,5.3167,0.4184
6.55,6.8711,0.0352
9.9556,6.7004,0.0408
0.158,5.0116,0.6262
5.5758,1.4949,4.3508
7.5101,3.3413,0.2301
8.2677,6.145,1.7698
5.452,2.6746,0.3525
6.1992,4.51,2.5953
6.9672,5.5077,0.3203
8.5897,7.2044,0.0599
1.2229,4.1375,0.6985
9.2618,4.0348,0.1077
0.2602,4.9213,0.7394
8.362,5.5264,3.7007
0.7674,4.7686,0.0546
1.9463,6.5739,3.4424
0.0389,3.8013,2.7975
4.4526,5.1802,5.1008
3.3436,5.6678,4.1878
1.6599,4.3997,0.9154
4.5109,6.2596,3.8822
4.0237,5.2234,4.4774
7.6766,6.1833,2.5418
8.9313,5.2912,0.126
6.5257,5.5646,1.1018
1.2441,4.0514,0.7366
2.9539,4.0538,4.6919
9.1332,6.8366,0.0037
0.8873,5.9533,0.4382
4.0686,3.4656,3.5976
9.425,5.2713,1.8106
9.5066,1.4393,0.1997
4.112,4.1391,2.0096
6.674,6.4415,2.7291
4.5675,4.8123,4.3011
7.5346,5.1769,6.7892
0.3158,0.4754,0.1691
1.4416,4.4116,1.3149
6.142,5.5074,2.4252
2.3255,5.6979,1.4752
6.6605,6.4435,3.3399
3.5122,4.6846,10.8312
8.8665,4.7515,11.6574
8.1926,3.0018,2.1381
4.9284,4.6932,2.5418
7.729,3.1076,4.8946
2.7114,2.2282,0.0335
4.9426,3.3722,0.4011
1.9748,7.263,0.4282
8.6089,4.5942,3.4444
8.2307,5.3298,6.6577
9.0215,4.2298,1.2771
8.7748,2.3142,0.3136
9.596,6.4042,2.3738
2.2834,1.7417,0.4982
9.3182,4.1678,1.4455
5.7121,4.9181,0.2746
4.225,5.3457,1.4963
5.6037,3.9103,1.5296
3.426,2.2431,1.8621
2.8855,3.7984,1.9167
2.4131,3.8769,0.927
0.8243,3.8404,4.7462
4.9656,6.4551,0.2818
8.8776,3.1796,0.1747
6.3015,5.4515,1.3244
5.2098,5.2374,0.1427
4.2859,6.4407,0.3045
4.644,4.8003,0.3163
2.0928,6.1867,0.1982
8.2294,4.7417,3.2151
1.9838,5.6516,0.7343
7.1662,2.7456,6.1586
7.5999,1.0426,1.816
5.7487,5.5663,4.5893
8.6293,5.6468,1.9288
2.9105,5.7133,1.3407
8.8162,4.2126,1.6704
7.2941,7.2346,0.7015
7.9875,4.3102,1.3084
6.6458,5.6313,0.2586
8.4634,5.892,1.5055
9.931,7.5781,2.5382
4.2016,4.5245,2.1375
8.1392,4.0202,0.7477
7.4458,2.7528,0.299
4.5287,7.3286,2.4161
9.2695,5.6321,4.3144
3.9443,5.6796,0.2281
5.6547,9.6751,0.6069
1.0594,5.4876,1.2036
2.2578,3.0465,3.4938
8.407,4.7061,1.3657
3.9655,3.5378,2.0298
3.9408,4.4062,0.3481
2.4598,4.3961,0.4408
4.9161,4.1195,2.9173
8.0582,2.9101,3.1982
8.9516,7.3888,0.6407
0.7011,5.4483,4.9724
5.7482,4.6618,0.0773
4.6727,6.1365,0.6095
6.1428,5.7066,0.5238
4.4728,5.4135,0.3349
3.9864,6.0275,0.1115
4.7188,5.2009,3.088
5.82,6.0053,2.294
5.0098,6.1297,1.1719
4.7214,5.2441,1.7419
8.1784,4.6694,1.1828
7.4565,7.2956,2.87
3.4138,4.2831,0.3273
8.0058,5.587,0.0743
8.5365,5.6209,4.8542
1.5349,4.0857,1.0968
5.8268,3.7883,6.0538
2.8531,4.4692,8.7037
7.3917,4.2617,5.9312
2.3879,2.8128,1.9156
6.714,4.0228,0.1759
2.5512,5.3993,10.1179
5.1114,6.8989,1.6537
9.4865,5.8316,0.7208
3.8131,1.1007,2.5217
8.7574,5.962,0.7381
9.8694,4.1628,0.6109
8.7485,5.6796,2.9696
1.6587,4.9788,0.3831
8.1966,4.711,2.1479
0.3215,4.8466,1.6332
3.933,4.9664,2.0831
8.7073,7.0166,2.4983
6.8875,4.9705,0.5695
5.3274,6.6283,3.5513
3.8786,6.4099,3.0863
8.123,6.0006,0.5545
7.0956,2.3201,5.475
4.6841,6.6749,5.2344
8.9248,4.3131,7.9545
2.2995,6.0736,1.5811
1.7039,3.5412,0.0775
6.428,3.2224,3.1823
9.7199,7.9646,3.5116
2.4726,3.5645,0.5258
2.4967,6.7192,1.1038
1.395,5.1776,0.2378
8.6056,4.3698,0.8537
2.264,4.9328,2.6249
5.0318,3.0484,3.414
9.9087,4.9794,0.5206
0.1214,3.3759,4.4759
5.5649,4.4068,1.4794
5.1229,6.3879,3.449
8.0745,5.3813,0.8783
3.5528,2.7767,0.2387
4.1034,6.2772,3.1229
1.6794,4.9894,0.3961
7.4082,4.1867,1.3278
7.8471,6.12,0.0307
1.3666,4.7492,0.5162
3.9346,3.2515,3.4293
8.929,7.7717,0.9052
0.0271,4.9741,3.2361
2.9876,4.8779,3.2405
5.5504,4.3923,3.2522
3.3409,6.7699,2.4398
2.7205,4.2127,0.4079
4.6004,2.6825,1.5239
1.8152,3.982,2.4183
5.2963,6.9902,4.2765
7.067,6.2482,2.9865
5.7529,4.6175,3.2179
0.9311,7.0599,2.7625
8.4441,6.1219,0.4518
1.7498,4.6001,0.8662
7.6481,4.7511,1.263
3.6057,5.494,1.391
7.8276,3.7522,1.3139
2.0627,5.0068,0.5154
1.8666,5.4628,3.6956
4.9703,2.4696,0.8052
0.3294,4.716,0.6136
2.253,4.5454,0.6758
7.2401,6.5421,2.3766
8.3738,2.2333,2.1138
0.8079,4.4277,1.1054
8.8208,4.2774,2.7398
7.9752,6.4401,1.0265
8.6968,4.9347,4.4642
6.9843,7.6941,6.9038
6.7415,5.9933,0.6853
5.2509,4.3847,2.3412
6.5279,5.3595,4.2929
9.1911,4.4689,1.2941
1.0052,6.2891,3.065
3.1576,3.0017,0.8713
0.7245,3.7645,1.3969
9.4481,5.6835,0.235
4.4527,6.8386,0.4456
6.7534,1.697,1.6427
8.4112,7.0617,0.1605
9.91,4.7898,0.614
1.6178,2.1742,1.1966
7.9951,0.4974,3.5401
8.8742,2.7059,0.1217
0.4888,4.9704,0.023
7.5409,4.9012,5.5496
3.5473,5.9498,1.9494
6.486,4.1758,1.1571
5.1405,3.3379,1.1629
2.5974,4.3804,0.7962
1.3522,5.0504,0.4104
1.1695,5.3462,3.3567
1.0332,3.8163,5.3579
6.3779,6.3522,1.8888
3.5141,4.0679,4.7886
2.1663,3.6954,1.3157
6.9189,4.1864,0.2086
6.8685,6.6123,3.6979
5.3917,4.8008,0.1874
9.3496,3.9582,2.3763
3.8541,6.3892,1.653
8.3586,8.2141,0.6232
0.7514,5.3145,1.2159
7.3983,6.8508,8.1136
9.8845,6.5541,2.0742
8.466,4.0915,3.9442
5.7966,5.04,0.4961
6.2677,3.0762,2.56
3.5329,4.6926,1.6214
6.7949,4.0607,0.2867
7.704,4.3957,0.9847
9.9823,3.8752,6.2533
4.9246,4.5694,1.5411
0.613,5.7983,3.2549
5.9586,4.8208,0.4799
1.1902,2.2034,3.3323
2.4477,3.8808,1.7971
3.2878,2.7209,4.2436
7.3103,5.3661,0.8448
1.8381,5.755,1.2964
1.6575,5.3848,3.9407
0.4496,3.8189,2.4483
8.7324,5.3703,1.0238
6.9351,4.2948,0.2706
0.3995,3.2927,0.2788
0.2829,6.1129,8.4721
5.5867,6.227,1.2544
2.8253,6.4233,1.2125
5.9673,4.0875,1.4567
4.346,6.769,9.772
9.2331,4.2596,0.6888
2.8781,5.9803,1.6699
6.7915,4.2336,0.4078
0.5405,4.664,0.6253
9.5586,1.3682,0.0881
9.8076,4.5471,0.6269
7.3907,5.1366,1.3752
4.6521,4.3849,0.5695
2.1999,7.6343,1.9425
8.1252,3.2563,0.0134
7.3635,4.1546,0.871
2.2195,3.6427,0.2878
4.5122,4.1543,0.5922
4.628,6.5471,0.0055
8.2641,7.217,0.9266
6.8384,3.9488,2.4545
6.4317,3.9155,0.9524
6.4983,3.2643,0.2979
2.7047,6.9594,3.0406
3.7171,6.6815,2.1037
0.4566,4.841,2.3649
7.8694,2.9059,0.1126
4.33,3.04,1.948
4.3824,5.2559,1.0515
2.4536,5.824,2.3189
2.0943,1.9008,5.5931
5.8782,4.518,2.2631
2.3255,7.4274,0.8401
0.6421,4.6737,0.239
7.6751,7.2345,1.2364
3.7647,5.9736,0.183
3.8024,3.3736,1.4515
4.3132,4.561,0.4189
